schema	tiler.apple-numerical-behaviour/v4
case.ios-simulator.multiply_two.fast.O2.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.fast.O2.contract-off.fpfun-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.fast.O2.contract-off.fpfun-fast.float_operations	fmul+reassoc+nnan+ninf+nsz+arcp+afn
case.ios-simulator.multiply_two.fast.O2.contract-off.fpfun-fast.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.fast.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.fast.O3.contract-off.float_operations	fmul+reassoc+nnan+ninf+nsz+arcp+afn
case.ios-simulator.multiply_two.fast.O3.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.fast.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.fast.Os.contract-off.float_operations	fmul+reassoc+nnan+ninf+nsz+arcp+afn
case.ios-simulator.multiply_two.fast.Os.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.relaxed.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.relaxed.O0.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn
case.ios-simulator.multiply_two.relaxed.O0.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.relaxed.O1.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.relaxed.O1.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn
case.ios-simulator.multiply_two.relaxed.O1.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.relaxed.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.relaxed.O2.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn
case.ios-simulator.multiply_two.relaxed.O2.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.relaxed.O2.contract-off.fpfun-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.relaxed.O2.contract-off.fpfun-fast.float_operations	fmul+reassoc+nsz+arcp+afn
case.ios-simulator.multiply_two.relaxed.O2.contract-off.fpfun-fast.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.relaxed.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.relaxed.O3.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn
case.ios-simulator.multiply_two.relaxed.O3.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.relaxed.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.relaxed.Os.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn
case.ios-simulator.multiply_two.relaxed.Os.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.fast.opt-default.applied_options	math=fast,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.multiply_two.runtime.fast.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.fast.opt-default.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.fast.opt-default.fpfun-fast.applied_options	math=fast,fpfun=fast,lang=3.1,opt=default
case.ios-simulator.multiply_two.runtime.fast.opt-default.fpfun-fast.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.fast.opt-default.fpfun-fast.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.fast.opt-size.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.ios-simulator.multiply_two.runtime.fast.opt-size.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.fast.opt-size.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.fast.opt-size.fpfun-fast.applied_options	math=fast,fpfun=fast,lang=3.1,opt=size
case.ios-simulator.multiply_two.runtime.fast.opt-size.fpfun-fast.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.fast.opt-size.fpfun-fast.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.relaxed.opt-default.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.multiply_two.runtime.relaxed.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.relaxed.opt-default.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.relaxed.opt-default.fpfun-fast.applied_options	math=relaxed,fpfun=fast,lang=3.1,opt=default
case.ios-simulator.multiply_two.runtime.relaxed.opt-default.fpfun-fast.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.relaxed.opt-default.fpfun-fast.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.relaxed.opt-size.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=size
case.ios-simulator.multiply_two.runtime.relaxed.opt-size.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.relaxed.opt-size.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.relaxed.opt-size.fpfun-fast.applied_options	math=relaxed,fpfun=fast,lang=3.1,opt=size
case.ios-simulator.multiply_two.runtime.relaxed.opt-size.fpfun-fast.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.relaxed.opt-size.fpfun-fast.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.safe.opt-default.applied_options	math=safe,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.multiply_two.runtime.safe.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.safe.opt-default.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.safe.opt-default.fpfun-fast.applied_options	math=safe,fpfun=fast,lang=3.1,opt=default
case.ios-simulator.multiply_two.runtime.safe.opt-default.fpfun-fast.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.safe.opt-default.fpfun-fast.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.safe.opt-size.applied_options	math=safe,fpfun=precise,lang=3.1,opt=size
case.ios-simulator.multiply_two.runtime.safe.opt-size.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.safe.opt-size.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.runtime.safe.opt-size.fpfun-fast.applied_options	math=safe,fpfun=fast,lang=3.1,opt=size
case.ios-simulator.multiply_two.runtime.safe.opt-size.fpfun-fast.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.multiply_two.runtime.safe.opt-size.fpfun-fast.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.safe.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.safe.O0.contract-off.float_operations	fmul
case.ios-simulator.multiply_two.safe.O0.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.safe.O1.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.safe.O1.contract-off.float_operations	fmul
case.ios-simulator.multiply_two.safe.O1.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.safe.O2.contract-off.float_operations	fmul
case.ios-simulator.multiply_two.safe.O2.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.safe.O2.contract-off.fpfun-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.safe.O2.contract-off.fpfun-fast.float_operations	fmul
case.ios-simulator.multiply_two.safe.O2.contract-off.fpfun-fast.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.safe.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.safe.O3.contract-off.float_operations	fmul
case.ios-simulator.multiply_two.safe.O3.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.multiply_two.safe.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.multiply_two.safe.Os.contract-off.float_operations	fmul
case.ios-simulator.multiply_two.safe.Os.contract-off.results	00000000 00000000 00000000 01000000 80000000 80000000 3f397ef9 40000000
case.ios-simulator.reassociation_chain.fast.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.ios-simulator.reassociation_chain.fast.O2.contract-off.float_operations	fadd+reassoc+nnan+ninf+nsz+arcp+afn
case.ios-simulator.reassociation_chain.fast.O2.contract-off.results	34000000 34000000 34000000 34000000 34000000 34000000 3eb97efd 3f800001
case.ios-simulator.reassociation_chain.relaxed.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.ios-simulator.reassociation_chain.relaxed.O2.contract-off.float_operations	fadd+reassoc+nsz+arcp+afn
case.ios-simulator.reassociation_chain.relaxed.O2.contract-off.results	34000000 34000000 34000000 34000000 34000000 34000000 3eb97efd 3f800001
case.ios-simulator.reassociation_chain.runtime.fast.opt-default.applied_options	math=fast,fpfun=precise,lang=3.1,opt=default
case.ios-simulator.reassociation_chain.runtime.fast.opt-default.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
case.ios-simulator.reassociation_chain.runtime.fast.opt-default.results	34000000 34000000 34000000 34000000 34000000 34000000 3eb97efd 3f800001
case.ios-simulator.reassociation_chain.runtime.fast.opt-size.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.ios-simulator.reassociation_chain.runtime.fast.opt-size.archived_options	unavailable:dispatch of the archive-support probe failed with 134: +[MTLLoader sliceIDForDevice:legacyDriverVersion:airntDriverVersion:]:692: failed assertion `Target device architecture is nil' Child process terminated with signal 6: Abort trap
